time,u,v,r,x,y,Ψ,x1,y1,x2,y2,δ,n_p,X_F,Y_F,N_F
0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.2246467991473532e-16,0.3490658503988659,15.0,-1.0120419390753044,-0.05390648605530857,0.05837730785163644
0.25,1.1985206620051707,-0.007856865866681642,0.017620034911849946,0.29981405578742343,-0.000723414795207942,0.002279360595209665,1.2998114580461868,0.0015559438262717114,-0.7001833464713401,-0.0030027734166875896,0.3490658503988659,15.0,-1.009419973666387,-0.06795464371472025,0.0812745537663065
0.5,1.1970393148489407,-0.016818255410677305,0.03220292932070082,0.5992735928993141,-0.002257709285533986,0.008561932486672287,1.5992369397793778,0.006304118593703853,-0.40068975398074963,-0.010819537164771532,0.34906585039886595,14.999999999999996,-0.9987337630700349,-0.08996198040020337,0.10882441739360683
0.75,1.1953934266787922,-0.026511344399058282,0.04462563459112109,0.8983791331887468,-0.0037374800345027497,0.018205267189604836,1.898213421888962,0.014466781537829676,-0.10145515551146822,-0.02194174160683524,0.3490658503988659,14.999999999999996,-0.9790400560306582,-0.11495985994289866,0.1349048484705311
1.0,1.1934532290178914,-0.03665354711745121,0.05546899674535866,1.1970974361969975,-0.0043843330740053225,0.030746804698805138,2.196624790434606,0.02635762735650013,0.19757008195938885,-0.03512629350451081,0.3490658503988658,14.999999999999993,-0.9549245234774774,-0.12876520202820707,0.15251064729971414
1.25,1.1911071760296974,-0.047013179346807904,0.06510879967044098,1.495360415774709,-0.0034813463848111016,0.04584201617149919,2.494309854549583,0.042344615380524704,0.4964109769998349,-0.04930730815014658,0.34906585039886584,14.999999999999996,-0.9207613069912346,-0.14232309878443172,0.16775429690412214
1.5,1.188278988280721,-0.05741657989284544,0.07380003643222306,1.7930660129641576,-0.0003594280363529786,0.06322419904250909,2.791068028970037,0.06282265841564381,0.795063996958278,-0.06354151448834977,0.3490658503988659,14.999999999999996,-0.881040123862024,-0.14777760730680745,0.17878168237440684
1.75,1.1849058398003378,-0.06771468644155391,0.08170324175886476,2.090079542255118,0.005609625442468124,0.08267786113675922,3.0866636743597193,0.08819332624020552,1.0934954101505165,-0.0769740753552693,0.34906585039886584,14.999999999999995,-0.835734323059766,-0.1487914683999917,0.18863478675510953
2.0,1.1809461375562782,-0.0777870985164284,0.08892257994303852,2.386234188645735,0.01501670558857817,0.10402008684230797,3.3808289758309518,0.11884930790648322,1.3916394014605185,-0.08881589672932673,0.34906585039886595,14.999999999999996,-0.7870073594564054,-0.14494921122115795,0.1991524586856029
2.25,1.176374219178167,-0.08753257835374065,0.09552423782017448,2.681332673269797,0.02841528639244153,0.127088889535356,3.6732677442363033,0.15516233758800224,1.6893976023032908,-0.09833176480311913,0.34906585039886595,14.999999999999995,-0.7363948836562424,-0.13372919965677796,0.21063059201303017
2.5,1.171180783982776,-0.09686399584794021,0.10154852210926421,2.9751490817405415,0.04632038497918332,0.1517353211207245,3.963659347896985,0.19747412692232236,1.9866388155840982,-0.10483335696395554,0.34906585039886584,14.999999999999995,-0.685019848267726,-0.11841682455572095,0.22417148919714178
2.75,1.1653725253418474,-0.10571305325010026,0.1070223793491049,3.2674316301030464,0.06920596863343727,0.17781863705967577,4.251663510325592,0.24608899764873665,2.2831997498805,-0.10767706038186217,0.34906585039886584,14.999999999999995,-0.6348331014090318,-0.09935462331492094,0.23939300870229208
3.0,1.158968855590541,-0.11402610253948023,0.11196484167323224,3.557905934663653,0.09750162179369093,0.2052036945410652,4.536925433353887,0.3012682068520632,2.5788864359734185,-0.106264963264681,0.3490658503988659,14.999999999999993,-0.5854235772829373,-0.07301970372236948,0.2582259616773866
3.25,1.152004503810367,-0.12175956095922062,0.11639645619872079,3.846278945879973,0.1315903269539856,0.2337602394739473,4.819081209301106,0.3632274489434226,2.8734766824588407,-0.1000467950354514,0.34906585039886584,14.999999999999993,-0.5398295868811032,-0.04661943105728734,0.2765663257829953
3.5,1.1445204296697205,-0.12889103360812634,0.12033149558535124,4.1322430904869,0.1718057392976578,0.2633622438930011,5.097763240373407,0.43213407076443733,3.1667229406003927,-0.08852259216912146,0.34906585039886595,14.999999999999995,-0.49632251045765186,-0.015033062147003801,0.2975340308180054
3.75,1.1365704063797446,-0.13540461388872377,0.12379443477323188,4.4154808215293775,0.218430435556877,0.2938885630610865,5.372605511828247,0.5081066810810559,3.458356131230507,-0.07124580996730179,0.34906585039886595,15.0,-0.45520173574197514,0.020198811143461528,0.3202233758380401
4.0,1.1282142115237273,-0.14129777998461546,0.12681143558963312,4.695669496370565,0.2716961365608895,0.3252243600562424,5.6432485587978505,0.5912175293498498,3.748090433943279,-0.04782525622807069,0.34906585039886595,15.0,-0.4170892304796873,0.057879505690096936,0.3448192944874159
4.25,1.119514255095697,-0.1465794268092808,0.12941264141357678,4.972485618856859,0.3317839091416832,0.35726184852612763,5.909343513115537,0.6814941977706496,4.03562772459818,-0.01792637948728296,0.3490658503988659,14.999999999999996,-0.3870692727055931,0.09209049048666282,0.36517288612809906
4.5,1.1105247038781059,-0.15127306325430023,0.13162089629786292,5.245607878380921,0.3988242241953428,0.38989980171878824,6.170555027821103,0.7789199631121393,4.320660728940738,0.018728485278546494,0.3490658503988659,14.999999999999993,-0.3559780717538294,0.13806978589012475,0.3893744386530011
4.75,1.1013171269943332,-0.15539222441443115,0.1334775021615624,5.514721260112194,0.47290062128802446,0.4230451863670925,6.426564262164379,0.8834397054307603,4.602878258060008,0.0623615371452888,0.3490658503988659,14.999999999999995,-0.33046087140109304,0.17903912771262684,0.41259279697057805
5.0,1.0919475594404469,-0.15897464814313442,0.13501387044557506,5.779520592121608,0.5540527372500219,0.45661396855266434,6.677071172316218,0.9949642431016825,4.881970011927,0.1131412313983613,0.3490658503988659,14.999999999999995,-0.30652874503708605,0.21993356295686037,0.4343578936427638
5.25,1.0824759536086073,-0.1620556089833307,0.13626204448307097,6.0397128963419195,0.642278019450065,0.4905300842413153,6.921796159633826,1.1133715522228558,5.157629633050013,0.1711844866772742,0.3490658503988659,14.999999999999995,-0.2850862871309384,0.26270158653451114,0.45474898023786264
5.5,1.0729558574951072,-0.16467036360164902,0.13725405000189872,6.295019504063606,0.737536612660864,0.5247255070989807,7.160480992497007,1.2385120731763053,5.429558015630205,0.23656115214542317,0.3490658503988659,14.999999999999995,-0.26536184725352824,0.30493601822895744,0.47466249983871356
5.75,1.063436977947874,-0.16685772699989793,0.1380220744774385,6.545177303717666,0.8397551626620969,0.5591402596315445,7.392888783766581,1.3702127449373476,5.69746582366875,0.30929758038684624,0.3490658503988659,14.999999999999996,-0.24787896085416186,0.3480738743767562,0.49227704809831146
6.0,1.0539624209936573,-0.16865487533253465,0.13859312302487306,6.78993957917376,0.9488306273375614,0.5937217522841828,7.618803870290427,1.5082803452851916,5.961075288057093,0.38938090938993136,0.3490658503988659,14.999999999999995,-0.23166378616027114,0.3896818225003305,0.5087610419334011
6.25,1.0445715577986412,-0.1701006076284084,0.13899439065530658,7.029076563962436,1.0646339526051702,0.6284241913862327,7.838031448038943,1.6525046828926908,6.220121679885929,0.47676322231764945,0.3490658503988659,14.999999999999996,-0.2165281192334044,0.4307920040894935,0.5234005081926724
6.5,1.0352985274558004,-0.17123098094192082,0.1392493925713074,7.2623757516884835,1.1870136822335478,0.6632081178288483,8.05039697015142,1.802661762919434,6.474354533225548,0.5713656015476617,0.3490658503988659,14.999999999999995,-0.20234831089654798,0.4703740872515959,0.5360814875913443
6.75,1.0261724591781638,-0.17208112592958966,0.13937915235991716,7.489641685029918,1.3157993503976462,0.698039639080593,8.255745301033679,1.9585164339935306,6.723538069026158,0.6730822668017618,0.3490658503988659,14.999999999999996,-0.1889088366874825,0.5081949885884894,0.5466172076839311
7.0,1.0172179883838843,-0.17268403790643527,0.13940216529834196,7.710695639955969,1.450804456849113,0.7328898004851461,8.453939813334566,2.1198247097105853,6.967451466577374,0.7817842039876405,0.3490658503988659,14.999999999999996,-0.1761193759104259,0.5440333373026461,0.5549934535568092
7.25,1.0084554225141986,-0.17307040513689698,0.13933480667369524,7.9253750872300675,1.591829234490481,0.7677340052205925,8.644861351168805,2.286335905447335,7.205888823291331,0.8973225635336266,0.3490658503988659,14.999999999999998,-0.16382827621548296,0.577900034856123,0.5613887635071716
7.5,0.9999012759942213,-0.17326831249384994,0.13919173654845612,8.133533005768815,1.738663138662778,0.8025515361525959,8.828407089205442,2.4577945648765405,7.438658922332188,1.019531712449016,0.3490658503988659,14.999999999999996,-0.15177646164617808,0.6100547986707849,0.5659538910152455
7.75,0.9915689059572211,-0.17330304089952348,0.13898589317701115,8.33503709786549,1.8910871247573564,0.8373251243856947,9.004489361221243,2.6339422028769133,7.665584834509738,1.1482320466377998,0.3490658503988659,15.0,-0.1395894844011783,0.6404484889994214,0.5686635176477554
8.0,0.9834691663040972,-0.1731975249704736,0.13872830376356013,8.529769000882414,2.048875678032634,0.8720404914700313,9.173034600127231,2.814518786032924,7.886503401637596,1.2832325700323435,0.3490658503988659,14.999999999999998,-0.12720089125717218,0.668331554432357,0.5692270907324292
8.25,0.9756102139515981,-0.1729732010067618,0.13842787363393297,8.717623559210546,2.211798455777475,0.9066858417205271,9.333982473685447,2.9992638128233886,8.101264644735645,1.4243330987315614,0.3490658503988659,15.0,-0.11493274697139103,0.6934601317178714,0.5678802387399746
8.5,0.9679971023668333,-0.1726495098228546,0.13809262378815093,8.89850802596773,2.379621556772254,0.9412514956355752,9.487284933949425,3.187917141708624,8.309731117986038,1.5713259718358843,0.3490658503988659,14.999999999999998,-0.10309662608286922,0.715494737175465,0.5649700121139302
8.75,0.960632097843768,-0.17224413273011308,0.1377298808176344,9.072341189870183,2.552108557042399,0.9757296928047539,9.632905125963461,3.3802197051086984,8.511777253776906,1.7239974089760997,0.3490658503988659,15.0,-0.09180400597297739,0.7335788413234919,0.5604864983670546
