time,u,v,r,x,y,Ψ,x1,y1,x2,y2,δ,n_p,X_wind,Y_wind,N_wind
43.75,0.7504822100296246,-0.16410415075912435,0.11861306003135015,-1.5800882186859868,5.071513641372345,5.323183384159184,-1.0065698079366903,4.252320970182227,-2.1536066294352825,5.890706312562464,0.3490658503988659,14.99999999999999,-0.2516671852228199,-0.7141640353098487,-0.3539618683059461
44.0,0.7499997446579458,-0.16403244972896494,0.11857551456381507,-1.503504891480121,4.8954638594797615,5.352831834380774,-0.9059542973786012,4.093632650627848,-2.101055485581641,5.697295068331675,0.34906585039886584,14.99999999999999,-0.257178035250719,-0.6991197740723151,-0.3521350226481148
44.25,0.7495237052843863,-0.1639461024519742,0.11854365664887367,-1.421794515400199,4.7218683788373195,5.382471616312428,-0.8007437586534338,3.9380980313858034,-2.0428452721469648,5.505638726288835,0.34906585039886584,14.999999999999991,-0.26239591289151026,-0.6826357001926313,-0.34931633103967813
44.5,0.7490549644908264,-0.16384515972527933,0.11851767337875982,-1.3350326727729966,4.550876641848766,5.412104154084882,-0.69103285883391,3.785850995450933,-1.979032486712084,5.315902288246598,0.34906585039886584,14.999999999999991,-0.26730467899226906,-0.6647633587048714,-0.34550046612993784
44.75,0.7485943795641387,-0.16372972988241363,0.11849768364587474,-1.2432989429091867,4.3826357832525416,5.441730948678625,-0.5769198006325724,3.6370227209080817,-1.909678085185801,5.1282488455970014,0.34906585039886584,14.999999999999991,-0.27188855089510644,-0.6455587494609933,-0.3406844428932195
45.0,0.7481428108387249,-0.16359997730572223,0.11848381911487073,-1.1466768271876395,4.21729057895504,5.471353510053487,-0.458506297457418,3.491741599208788,-1.8348473569178603,4.942839558701292,0.34906585039886584,14.999999999999991,-0.2761321201553706,-0.6250822478005297,-0.3348676250675185
45.25,0.7477011111937056,-0.16345612086681655,0.11847619608652635,-1.0452536815292932,4.054983331923499,5.500973375653737,-0.3358974872890027,3.3501331423846645,-1.754609875769583,4.759833521462335,0.34906585039886584,14.999999999999991,-0.2800203763645581,-0.6033984615891145,-0.32805171294816843
45.5,0.7472701157253936,-0.16329843317659665,0.1184748831794658,-0.9391206698274439,3.895853788656924,5.5305921331378745,-0.20920186704928145,3.212319926034966,-1.6690394726056064,4.579387651278882,0.34906585039886584,14.99999999999999,-0.2835387304363772,-0.5805760725525142,-0.32024072413925453
45.75,0.7468506586781296,-0.16312723840467272,0.11847997914859827,-0.8283726791743675,3.740039075846367,5.560211353837758,-0.07853125102389369,3.078421487938323,-1.5782141073248415,4.401656663754411,0.34906585039886584,14.99999999999999,-0.2866751454977798,-0.556685602006259,-0.31144400364653524
46.0,0.7464435383592891,-0.16294290564053596,0.11849151268558342,-0.7131082700876339,3.5876735817505203,5.589832656241863,0.05599932742453906,2.9485542631181905,-1.4822158675998072,4.22679290038285,0.34906585039886584,14.99999999999999,-0.2894248086332978,-0.5317944762912299,-0.30168280491573674
46.25,0.7460495257522209,-0.16274584461147795,0.11850949769423655,-0.5934296108691551,3.438888910031509,5.619457650533497,0.19427164818091225,2.8228315048402894,-1.381130869919223,4.054946315222728,0.34906585039886584,14.99999999999999,-0.2917850708724681,-0.505972099932394,-0.2909830642897912
46.5,0.7456693585779767,-0.16253650388265542,0.1185339223735969,-0.469442407504329,3.293813780796018,5.649087939797181,0.33616438230460377,2.7013631919586487,-1.275049197313261,3.8862643696333885,0.34906585039886584,14.99999999999999,-0.29375418891764116,-0.4792910047027478,-0.2793735606476432
