time,u,v,r,x,y,Ψ,x1,y1,x2,y2,δ,n_p,X_F,Y_F,N_F
0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.2246467991473532e-16,0.3490658503988659,15.0,-1.618282664233943,0.409587441541328,0.34943265040394783
0.25,1.1984679757294185,-0.007679800305173137,0.01779711682684057,0.29980589667083785,-0.0006837811538409184,0.0023175969024832386,1.2998032110443394,0.0016338136739087322,-0.7001914177026639,-0.0030013759815905572,0.3490658503988659,15.0,-1.6544729114995624,0.5123805898860585,0.47834146310147313
0.5,1.196972172157418,-0.016758834488950703,0.032269970894774166,0.5992473131351196,-0.0021646635376490328,0.008638410056705705,1.59921000230299,0.006473639083366973,-0.4007153760327508,-0.010802966158665007,0.34906585039886595,14.999999999999996,-1.7057442527275641,0.625408813859792,0.6191243744951447
0.75,1.195346550897484,-0.026608374156163364,0.04457069494119835,0.8983353089837254,-0.0036222499890535974,0.018287290053869133,1.8981681011564864,0.01466402079412699,-0.10149748318903562,-0.021908520772234277,0.3490658503988659,14.999999999999996,-1.767963265787573,0.7285832927441728,0.7458148263398582
1.0,1.1934305568662693,-0.036835883803390625,0.05536565839005986,1.1970423618984614,-0.004281162470668768,0.030811499886944132,2.196567725202007,0.026525462506139057,0.19751699859491595,-0.03508778744747659,0.3490658503988658,14.999999999999993,-1.8224707912628348,0.7741405707603399,0.8242293527488156
1.25,1.1911125178710777,-0.047222473398482845,0.06500615850850305,1.495301811248305,-0.0034118145706372918,0.04588228860555043,2.494249403693326,0.04245437728306867,0.4963542188032842,-0.04927800642434317,0.34906585039886584,14.999999999999996,-1.8660718220436305,0.7760019389309973,0.8651396797537887
1.5,1.1883035153183281,-0.05760344257886655,0.07371937244433086,1.7930109348319898,-0.0003316512162788627,0.06324198462302272,2.7910118269514106,0.06286818527102568,0.7950100427125688,-0.06353148770358334,0.3490658503988659,14.999999999999996,-1.8944655575333533,0.7431242452863043,0.8731862270642257
1.75,1.184941433794182,-0.06785198007663354,0.08164482331591356,2.0900325085584046,0.005598546842164623,0.08267787597578964,3.086616639437527,0.0881822624282429,1.0934483776792818,-0.07698516874391356,0.34906585039886584,14.999999999999995,-1.905128897712014,0.6864395035502904,0.8644362782246021
2.0,1.180988025891688,-0.07786405306096954,0.088886348861439,2.3861974991912596,0.014976090994542602,0.10400725106123264,3.3807936190670413,0.11879592690294187,1.3916013793154782,-0.08884374491385637,0.34906585039886595,14.999999999999996,-1.9005910737698455,0.6141261071202455,0.8384256540777536
2.25,1.176419035633361,-0.0875539716642732,0.09550110227949107,2.6813070601491336,0.02835666214133825,0.1270670349559079,3.6732449008825063,0.15508203498284845,1.689369219415761,-0.09836871070017175,0.34906585039886595,14.999999999999995,-1.8827722431716034,0.5393683404329772,0.8048166405783809
2.5,1.1712253280083298,-0.09684347140224439,0.10153451763880116,2.9751341694663247,0.046253931976966124,0.15170680164996184,3.9636487460454775,0.19737948206900258,1.986619592887172,-0.10487161811507015,0.34906585039886584,14.999999999999995,-1.852153123718523,0.4676992168373235,0.7650461817602451
2.75,1.1654152091923455,-0.10566782634858957,0.10701399707356755,3.267426500122375,0.06913859812714777,0.17778498069137852,4.251664333027906,0.24598850137163153,2.2831886672168435,-0.10771130511733586,0.34906585039886584,14.999999999999995,-1.8112510552789354,0.41812200604230243,0.722750546186736
3.0,1.1590100491408255,-0.11395956798695743,0.1119613401688766,3.557909520226961,0.09743812309113548,0.20516606844517052,4.5369366851656,0.3011678713238095,2.578882355288322,-0.10629162514153824,0.3490658503988659,14.999999999999993,-1.7627526675559448,0.37719934612319983,0.6807497747521318
3.25,1.1520423560149222,-0.12168221552307133,0.11639604736514783,3.8462900396564548,0.1315340191979364,0.23371954336978695,4.8191017290083185,0.3631315517351991,2.8734783503045906,-0.10006351333932607,0.34906585039886584,14.999999999999993,-1.7083907505441407,0.3498961075401391,0.6397973308709375
3.5,1.1445551104509641,-0.12880756572332222,0.12033749729479787,4.132260457301121,0.17175829228073225,0.2633196850613606,5.097791685591656,0.43204553210463237,3.166729229010585,-0.08852894754316779,0.34906585039886595,14.999999999999995,-1.6489774082312978,0.337107895474732,0.5997420786867297
3.75,1.1366014749283735,-0.13531898086562227,0.12380562701766724,4.415503267122732,0.21839280320109764,0.29384563336809105,5.372640392257293,0.5080279593908728,3.458366141988171,-0.07124235298867738,0.34906585039886595,15.0,-1.5860962666864387,0.3350939278346589,0.5620207669586597
4.0,1.128240630406088,-0.14121473923232994,0.12682533909929478,4.695695811433796,0.27166845864366823,0.3251821184438627,5.643288370117152,0.5911498238810143,3.7481032527504397,-0.04781290659367781,0.34906585039886595,15.0,-1.5238967454249435,0.34182127479355795,0.5286475273474915
4.25,1.1195299725582954,-0.14650451200374043,0.12942744745323592,4.972514095326529,0.3317649428812208,0.35722085652768054,5.909386324119456,0.6814368275382006,4.035641866533602,-0.017906941775758675,0.3490658503988659,14.999999999999996,-1.4593302603017955,0.3603663114627558,0.4966690706332242
4.5,1.1105368726407339,-0.1512023612355277,0.13163943900614475,5.245637005137095,0.39881264635149694,0.38986082274612444,6.170598969626702,0.7788723314942843,4.320675040647488,0.01875296120870983,0.3490658503988659,14.999999999999993,-1.3959827413731198,0.38961067745698685,0.4701661025674288
4.75,1.1013236465795997,-0.15532988436998552,0.13349769654400429,5.514750120061285,0.47289542649989647,0.42300905153179946,6.426607956281986,0.88340156107866,4.602892283840583,0.062389291921132815,0.3490658503988659,14.999999999999995,-1.3351295331338382,0.4231231280006237,0.44659369569049945
