time,u,v,r,x,y,ψ,δ,n_p
0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.6108652381980153,15.0
0.1001001001001001,1.1975731726327998,-0.004313357508549537,0.010930241538820998,0.11999812426995599,-0.0001909480843418645,0.0005543127178267743,0.6108652381980154,15.000000000000002
0.2002002002002002,1.1952030861033036,-0.008921045659471922,0.02104882670625242,0.2397571282684959,-0.00069857934691621,0.0021611752439720045,0.6108652381980152,14.999999999999998
0.3003003003003003,1.192863252629938,-0.01378451368081808,0.03046012338001456,0.35928304040761516,-0.0014297312785123961,0.00474471012170708,0.6108652381980152,14.999999999999996
0.4004004004004004,1.1905290580351324,-0.01886898102736173,0.0392523039687427,0.4785801051863558,-0.0022967331471856044,0.008238655560323244,0.610865238198015,14.999999999999993
0.5005005005005005,1.1881776299416822,-0.02414272531796002,0.047499661832727545,0.5976507093559222,-0.003216628489194947,0.01258486348843351,0.6108652381980151,14.999999999999995
0.6006006006006006,1.1857877293725896,-0.029576541248961488,0.05526457977735702,0.716495330899725,-0.004110529035434676,0.017732011322992226,0.6108652381980151,15.0
0.7007007007007007,1.1833396672282066,-0.035143318252255674,0.06259921211828055,0.8351125052028807,-0.004903085617570702,0.023634496042056436,0.6108652381980151,14.999999999999995
0.8008008008008008,1.1808152447309097,-0.04081770505960827,0.06954693060373762,0.9534988049383665,-0.005522061696168387,0.030251484384738188,0.610865238198015,14.999999999999995
0.9009009009009009,1.1781977156146242,-0.046575841768509214,0.07614357445009898,1.0716488316900106,-0.005897996389232177,0.03754609800273594,0.610865238198015,14.999999999999996
1.001001001001001,1.175471766921824,-0.05239514704843562,0.08241853762238699,1.1895552182389961,-0.005963944821473084,0.04548471572206099,0.610865238198015,14.999999999999996
1.1011011011011012,1.172623514882427,-0.05825415179073743,0.08839572462986119,1.3072086412096444,-0.005655284388627221,0.054036375489845676,0.6108652381980151,15.0
1.2012012012012012,1.1696405118724509,-0.0641323752916194,0.09409438984613551,1.424597844488662,-0.004909579628320905,0.06317226837145691,0.6108652381980151,14.999999999999996
1.3013013013013013,1.1665117603895838,-0.07001023845819228,0.09952987897662187,1.5417096733987408,-0.0036664961866227485,0.07286531304392893,0.6108652381980151,14.999999999999996
1.4014014014014013,1.163227730777283,-0.0758690078489259,0.10471429579555583,1.658529119412222,-0.0018677540775937512,0.08308979587147124,0.6108652381980149,14.999999999999995
1.5015015015015014,1.1597803780280826,-0.08169077075021226,0.1096570965732892,1.7750393778252056,0.000542881608807485,0.09382107626491111,0.6108652381980151,15.0
1.6016016016016017,1.156163154104342,-0.08745843475378823,0.11436561119254003,1.8912219160066919,0.003619581905805319,0.10503535291963012,0.6108652381980151,15.0
1.7017017017017018,1.1523710144667987,-0.09315574495283047,0.1188455280331288,2.007056553275277,0.007414415236496504,0.11670946853229602,0.6108652381980151,15.000000000000002
1.8018018018018018,1.1484004124324527,-0.09876732215866844,0.12310130586661434,2.1225215549755907,0.011977285152529901,0.1288207732165508,0.6108652381980149,14.999999999999993
1.901901901901902,1.1442492841158887,-0.10427870638991975,0.12713654684882128,2.237593732708587,0.017355863002701307,0.14134701675649713,0.6108652381980152,15.0
2.002002002002002,1.1399170171723638,-0.10967641244945728,0.13095432724004535,2.3522485620125266,0.02359550569576791,0.15426627943747068,0.6108652381980151,15.0
2.1021021021021022,1.1354044073362002,-0.11494798437742297,0.1345574616037437,2.4664603023636875,0.030739174698495964,0.16755693736660268,0.6108652381980151,14.999999999999998
2.2022022022022023,1.1307135989509096,-0.12008204866393107,0.13794875445839574,2.580202131415238,0.038827354391716376,0.1811976413754077,0.610865238198015,14.999999999999995
2.3023023023023024,1.1258480113368066,-0.12506836426247264,0.14113116927191915,2.693446283196379,0.047897971423496236,0.19516733572557296,0.610865238198015,14.999999999999996
2.4024024024024024,1.1208122538408631,-0.12989785869046375,0.14410800012837774,2.806164191018425,0.05798632876221469,0.20944526945770006,0.610865238198015,14.999999999999996
2.5025025025025025,1.1156120253890882,-0.1345626601726267,0.14688295682674407,2.9183266385235007,0.06912503878877362,0.22401104972683444,0.610865238198015,14.999999999999996
2.6026026026026026,1.1102540104862224,-0.13905610800362664,0.14946026334313145,3.0299039045378757,0.08134398268767987,0.23884467120221295,0.610865238198015,14.999999999999996
2.7027027027027026,1.1047457598064665,-0.1433727581428633,0.15184467077041458,3.1408659189719224,0.09467026791903597,0.2539265872877765,0.610865238198015,14.999999999999996
2.8028028028028027,1.0990955757756307,-0.14750836475901216,0.15404149525505684,3.2511824033411263,0.10912821852937368,0.26923774503108283,0.610865238198015,14.999999999999996
2.9029029029029028,1.0933123842131165,-0.15145985678821342,0.1560565737567445,3.3608230234738468,0.12473936308394216,0.2847596605965349,0.610865238198015,14.999999999999996
3.003003003003003,1.0874056190034507,-0.1552252923088464,0.1578962576682804,3.4697575195414343,0.14152245811102612,0.300474449508074,0.6108652381980151,14.999999999999998
3.103103103103103,1.0813850949232342,-0.158803809049614,0.1595673287399783,3.577955848561657,0.1594935079771966,0.3163648964618138,0.6108652381980152,14.999999999999998
3.2032032032032034,1.0752608999824784,-0.16219555686932838,0.16107696567483348,3.6853882988199826,0.17866582047651766,0.3324144738426023,0.6108652381980153,15.000000000000002
3.3033033033033035,1.0690432781090615,-0.1654016288678655,0.1624326378338256,3.7920256166935364,0.19905005633359202,0.348607399639477,0.6108652381980152,15.0
3.4034034034034035,1.0627425357249294,-0.1684239793203324,0.16364206055014396,3.897839101817915,0.22065431329410243,0.3649286405020547,0.6108652381980151,14.999999999999996
3.5035035035035036,1.0563689404083036,-0.17126534361733417,0.1647130823002413,4.002800714684408,0.24348420027929418,0.3813639548048505,0.6108652381980151,14.999999999999996
3.6036036036036037,1.049932645752276,-0.17392914952963623,0.16565364106582853,4.106883150570527,0.267542944425758,0.3978998795383864,0.6108652381980151,14.999999999999996
3.7037037037037037,1.0434436093197852,-0.17641943398181636,0.16647165724242768,4.210059926222939,0.2928314835122624,0.41452375806200314,0.610865238198015,14.999999999999996
3.803803803803804,1.0369115371816013,-0.178740754686383,0.1671749988471878,4.312305432370064,0.3193485894536954,0.431223712605322,0.6108652381980152,14.999999999999998
3.903903903903904,1.0303458221681208,-0.1808981105333809,0.16777138881140466,4.413594999166175,0.3470909720909159,0.44798865775290586,0.6108652381980153,14.999999999999998
4.004004004004004,1.0237555071186062,-0.18289685886278784,0.16826838204321817,4.513904928827384,0.37605341273180054,0.4648082621015294,0.6108652381980153,15.000000000000002
4.104104104104104,1.0171492426736648,-0.18474264443607652,0.1686732925182844,4.6132125405122775,0.4062288726950563,0.48167294914059905,0.6108652381980153,15.0
4.2042042042042045,1.0105352666857559,-0.18644132575907385,0.16899318120011908,4.7114961858603195,0.4376086309994634,0.498573852663126,0.6108652381980152,14.999999999999996
4.3043043043043046,1.003921379627243,-0.1879989154867939,0.1692348058360685,4.808735274633731,0.47018239228405284,0.5155028065478924,0.6108652381980152,14.999999999999996
4.404404404404405,0.997314936712696,-0.1894215177147629,0.16940461589279585,4.904910276789743,0.5039384231108741,0.5324522990973666,0.6108652381980152,14.999999999999996
4.504504504504505,0.990722838519493,-0.1907152806130684,0.16950872629804278,5.000002730378626,0.5388636560310917,0.5494154524788849,0.6108652381980152,14.999999999999996
4.604604604604605,0.9841515319225526,-0.19188634558416634,0.169552914027951,5.0939952344085,0.5749438188047967,0.5663859813579692,0.6108652381980152,14.999999999999996
4.704704704704705,0.9776070136667824,-0.19294081127734716,0.16954261583124394,5.186871440209385,0.6121635341791393,0.5833581619033112,0.6108652381980152,14.999999999999996
4.804804804804805,0.9710948361044615,-0.1938846947465905,0.16948292124949205,5.278616039717259,0.6505064358863071,0.6003267995481161,0.6108652381980152,14.999999999999996
4.904904904904905,0.9646201217895567,-0.19472390515168753,0.16937859254014578,5.369214741280697,0.6899552659797916,0.6172871875828922,0.6108652381980152,14.999999999999996
5.005005005005005,0.9581875706974251,-0.1954642161551755,0.16923405180195134,5.458654257236327,0.7304919724553861,0.6342350863777341,0.6108652381980152,14.999999999999996
5.105105105105105,0.9518014831529391,-0.19611124769936306,0.16905341665597864,5.546922266804523,0.7720978049686981,0.6511666747163135,0.6108652381980152,14.999999999999996
5.205205205205205,0.945465767914933,-0.19667044800459788,0.16884048653160114,5.634007402867383,0.814753393822101,0.6680785366531732,0.6108652381980152,14.999999999999996
