time,u,v,r,δ,n_p,x_true,y_true,ψ_true,U_W,ψ_W
0.0,1.441442,0.0,0.0,0.0,21.21824,0.0,0.0,0.0,0.0,0.0
0.1001001001001001,1.4444718564069454,-3.1946194283725584e-5,3.373855071598103e-5,0.0076838403822643625,21.21824,0.14444023294131184,-1.0218268190357995e-6,1.1296561877370982e-6,0.0,0.0
0.2002002002002002,1.4474894299427232,-0.00012928759199111532,0.0001331103199485194,0.015366464966040999,21.21824,0.28918314502073034,-7.927711454225359e-6,8.944287277101494e-6,0.0,0.0
0.3003003003003003,1.4504941347812166,-0.00029415918258804446,0.0002954459453997238,0.023046658149002294,21.21824,0.4342274776202431,-2.5929813389120894e-5,2.9879124570021544e-5,0.0,0.0
0.4004004004004004,1.45348539271647,-0.0005285426639064151,0.0005181997783440656,0.03072320470739455,21.21824,0.5795719147389622,-5.9521178732159384e-5,7.010845850390764e-5,0.0,0.0
0.5005005005005005,1.4564626284906332,-0.0008342733681978679,0.0007989441517375488,0.03839488999383087,21.21824,0.7252150844128197,-0.00011249033982095979,0.00013555767885590608,0.0,0.0
0.6006006006006006,1.4594252652831348,-0.0012130470364862594,0.0011353639723187955,0.046060500129870535,21.21824,0.8711555599204804,-0.00018793544811391844,0.00023191481618161104,0.0,0.0
0.7007007007007007,1.4623727201859127,-0.001666426503026714,0.0015252515989885446,0.05371882221644522,21.21824,1.017391860790825,-0.0002882780920448632,0.0003646417436082915,0.0,0.0
0.8008008008008008,1.4653044001006332,-0.0021958477471043874,0.0019665023267739926,0.061368644477607766,21.21824,1.1639224535000967,-0.0004152757667623896,0.0005389842039197806,0.0,0.0
0.9009009009009009,1.4682196973460107,-0.0028026265183522755,0.002457109504495954,0.0690087565195399,21.21824,1.3107457519164551,-0.0005700355679357751,0.0007599826808484093,0.0,0.0
1.001001001001001,1.4711179860164887,-0.003487963600436864,0.002995160775319518,0.07663794943166509,21.21824,1.457860117411589,-0.0007530250724665097,0.0010324810008476594,0.0,0.0
1.1011011011011012,1.4739986177690394,-0.004252951089956171,0.0035788335602997047,0.08425501609022551,21.21824,1.6052638585995005,-0.0009640854794012251,0.0013611365721957795,0.0,0.0
1.2012012012012012,1.4768609185701025,-0.005098577364341656,0.004206391446301319,0.09185875126511273,21.21824,1.752955230829839,-0.0012024421446726634,0.0017504284968150074,0.0,0.0
1.3013013013013013,1.4797041849070365,-0.006025732173607916,0.004876180659988146,0.09944795190985285,21.21824,1.9009324351193504,-0.0014667154847054812,0.002204665964606734,0.0,0.0
1.4014014014014013,1.4825276805621528,-0.0070352121790993715,0.005586625768700059,0.10702141704707514,21.21824,2.0491936169174676,-0.0017549332092193,0.0027279973788168106,0.0,0.0
1.5015015015015014,1.4853306336714458,-0.008127724301463626,0.006336227447046768,0.11457794836820802,21.21824,2.19773686440631,-0.002064537824522631,0.0033244160755611677,0.0,0.0
1.6016016016016017,1.488112233238784,-0.00930389144214272,0.007123557883622908,0.12211635027393469,21.21824,2.346560206068338,-0.002392399911710706,0.003997770017273634,0.0,0.0
1.7017017017017018,1.490871626875716,-0.010564255721081764,0.007947258190991959,0.12963543003311748,21.21824,2.4956616086657553,-0.0027348259196989817,0.004751767445166771,0.0,0.0
1.8018018018018018,1.4936079179233883,-0.011909281823244253,0.008806035758531217,0.13713399775904872,21.21824,2.645038973863337,-0.00308756666481105,0.005589983047887427,0.0,0.0
1.901901901901902,1.4963201626765652,-0.013339361870070583,0.009698659782412317,0.1446108671036847,21.21824,2.79469013476002,-0.003445829845893982,0.006515866674812482,0.0,0.0
2.002002002002002,1.4990073686361425,-0.01485481729193152,0.01062395953585108,0.15206485502132697,21.21824,2.944612852838911,-0.003804285516970771,0.007532747144721718,0.0,0.0
2.1021021021021022,1.5016684919738739,-0.016455901855790402,0.011580821297382561,0.15949478193083275,21.21824,3.09480481284002,-0.004157075267035735,0.008643838509824609,0.0,0.0
2.2022022022022023,1.5043024353788894,-0.018142805370135358,0.01256818429552049,0.16689947238176933,21.21824,3.2452636183355583,-0.004497823305132134,0.009852247353601998,0.0,0.0
2.3023023023023024,1.5069080467115692,-0.019915654807062717,0.013585039166659,0.17427775476204455,21.21824,3.3959867876123897,-0.004819641140448082,0.011160975803459991,0.0,0.0
2.4024024024024024,1.5094841170312892,-0.02177451634038712,0.014630425003009158,0.18162846138696948,21.21824,3.546971746972046,-0.005115135967437906,0.012572926834230214,0.0,0.0
2.5025025025025025,1.5120293788332813,-0.023719398179237038,0.015703425265390706,0.18895042934194387,21.21824,3.698215824810791,-0.005376421503714926,0.01409091087032782,0.0,0.0
2.6026026026026026,1.5145425051673194,-0.02575025113294362,0.01680316625528575,0.19624250007878635,21.21824,3.849716247009993,-0.005595122219441299,0.01571764819311056,0.0,0.0
2.7027027027027026,1.517022108309672,-0.027866969337775955,0.01792881468606925,0.2035035199486643,21.21824,4.001470128881048,-0.0057623799244964965,0.017455772664117252,0.0,0.0
2.8028028028028027,1.5194667383790044,-0.030069392149824358,0.019079573197987983,0.21073233999963092,21.21824,4.153474466775876,-0.005868865257877575,0.019307837943340397,0.0,0.0
2.9029029029029028,1.5218748827840483,-0.03235730427321976,0.02025467870275494,0.2179278161146299,21.21824,4.3057261339608255,-0.005904781687893953,0.021276319483944248,0.0,0.0
3.003003003003003,1.5242449633724913,-0.03473042998652128,0.021453397215559618,0.2250888099064053,21.21824,4.458221870842144,-0.005859870645964986,0.02336361681796258,0.0,0.0
3.103103103103103,1.526575337609497,-0.03718843789340604,0.022675022386756723,0.23221418825217924,21.21824,4.6109582747464355,-0.00572342141883186,0.025572057959238566,0.0,0.0
3.2032032032032034,1.528864300438968,-0.03973094654562291,0.02391887604533476,0.23930282394870178,21.21824,4.763931793823822,-0.005484277761539171,0.027903902264268105,0.0,0.0
3.3033033033033035,1.531110083022381,-0.0423575203972087,0.025184304561306624,0.24635359526353842,21.21824,4.917138718893753,-0.005130842489873125,0.030361341889093823,0.0,0.0
3.4034034034034035,1.5333108518911671,-0.04506766647661871,0.026470674741547448,0.253365386720172,21.21824,5.07057517230181,-0.0046510842031591455,0.03294650398420339,0.0,0.0
3.5035035035035036,1.5354647096807919,-0.04786083424856417,0.02777736987134953,0.2603370888456857,21.21824,5.224237096044407,-0.004032548324697606,0.035661454117478945,0.0,0.0
3.6036036036036037,1.5375696952971885,-0.050736414869942244,0.02910378842353571,0.2672675981098494,21.21824,5.378120247628646,-0.00326236008884829,0.03850819698853399,0.0,0.0
3.7037037037037037,1.5396237847990701,-0.053693738747970066,0.030449341503002155,0.27415581816074186,21.21824,5.5322201868110445,-0.00232723040554663,0.041488677143072555,0.0,0.0
3.803803803803804,1.5416248925830152,-0.056732073399393394,0.03181344932207229,0.2810006594544977,21.21824,5.686532263357402,-0.0012134645503607266,0.04460478045851017,0.0,0.0
3.903903903903904,1.5435708727622548,-0.05985062119231265,0.03319553737784662,0.28780103871959595,21.21824,5.841051605645675,9.30280853835876e-5,0.0478583356907708,0.0,0.0
4.004004004004004,1.5454595198759358,-0.0630485182252258,0.034595035399255326,0.2945558793385399,21.21824,5.9957731160172285,0.0016067312911942886,0.05125111446900213,0.0,0.0
4.104104104104104,1.5472885710658315,-0.06632483060695935,0.03601137435582177,0.3012641130332266,21.21824,6.150691454436276,0.003342514830912333,0.054784830919941734,0.0,0.0
4.2042042042042045,1.5490557087314945,-0.06967855120204622,0.037443982688334466,0.30792467875315493,21.21824,6.305801025564153,0.005315624047956748,0.058461141900418914,0.0,0.0
4.3043043043043046,1.550758563118852,-0.07310859642748371,0.0388922828050381,0.31453652234029256,21.21824,6.461095967143348,0.007541669993630947,0.06228164707500796,0.0,0.0
4.404404404404405,1.5523947134665348,-0.07661380496008952,0.04035569012843202,0.3210985970151619,21.21824,6.61657014547327,0.010036626525796245,0.06624788848423957,0.0,0.0
4.504504504504505,1.5539616919431867,-0.08019293289051674,0.0418336098515371,0.3276098649285087,21.21824,6.772217136932735,0.012816821215350813,0.07036134875588645,0.0,0.0
4.604604604604605,1.5554569877144582,-0.08384464996108561,0.043325433570875795,0.33406929589709106,21.21824,6.928030215425615,0.015898924150098814,0.07462344997030076,0.0,0.0
4.704704704704705,1.5568780518414405,-0.08756753504456778,0.0448305353989133,0.34047586785237516,21.21824,7.084002338570358,0.019299934580007467,0.0790355522241007,0.0,0.0
4.804804804804805,1.5582222982740934,-0.09136007533777485,0.0463482714214205,0.3468285670169132,21.21824,7.240126145090715,0.023037178745361347,0.08359895318217382,0.0,0.0
4.904904904904905,1.559487110224672,-0.0952206608481972,0.04787797643850617,0.35312638835632815,21.21824,7.396393935525198,0.02712829746727803,0.08831488468148882,0.0,0.0
5.005005005005005,1.5606698446039065,-0.09914758111612394,0.04941896166645933,0.3593683348922095,21.21824,7.552797660903854,0.0315912366419125,0.09318451069816469,0.0,0.0
5.105105105105105,1.5617678413696794,-0.10313901933463329,0.05097051027642818,0.3655534189930537,21.21824,7.709328905852146,0.03644422564794656,0.09820892368967593,0.0,0.0
5.205205205205205,1.5627784246126668,-0.10719305161504131,0.052531876879648345,0.3716806625518442,21.21824,7.86597888637569,0.041705774936805995,0.10338914413343168,0.0,0.0
5.305305305305305,1.563698909516322,-0.11130764335328729,0.05410228554260225,0.37774909600020945,21.21824,8.022738436718369,0.04739466289313356,0.1087261169287487,0.0,0.0
5.405405405405405,1.5645266086135405,-0.1154806451772076,0.05568092775851848,0.3837577590314208,21.21824,8.179597993833692,0.053529925523401085,0.11422070761229187,0.0,0.0
5.505505505505505,1.5652588439113455,-0.11970978896764363,0.05726695939681334,0.3897057011716337,21.21824,8.33654758409853,0.06013082957259075,0.11987369757282475,0.0,0.0
5.605605605605605,1.565892952827916,-0.12399268559170946,0.058859499179892215,0.3955919811850812,21.21824,8.493576815625369,0.06721685986205951,0.12568578152013019,0.0,0.0
5.7057057057057055,1.5664262901615313,-0.12832682451995703,0.060457628493269286,0.40141566724594313,21.21824,8.650674876004471,0.074807715371827,0.1316575665644593,0.0,0.0
5.8058058058058055,1.5668562418134082,-0.13270956995266003,0.06206038973752197,0.407175838106396,21.21824,8.807830512525028,0.08292328451568631,0.1377895649831115,0.0,0.0
5.905905905905906,1.5671802312511287,-0.1371381598320836,0.06366678568770916,0.41287158235337473,21.21824,8.965032025366009,0.09158363215210065,0.14408219127934474,0.0,0.0
6.006006006006006,1.5673957359949218,-0.14160970507076356,0.06527577848222542,0.41850199878444155,21.21824,9.122267256596858,0.10080896195378443,0.15053575603807715,0.0,0.0
6.106106106106106,1.5675002894195436,-0.14612118935397841,0.06688628948691466,0.4240661965208988,21.21824,9.279523588612822,0.11061961251163716,0.1571504651833742,0.0,0.0
6.206206206206206,1.5674914881379314,-0.1506694698750244,0.06849719983807843,0.42956329532067994,21.21824,9.436787938635524,0.1210360417425701,0.16392641675273603,0.0,0.0
6.306306306306307,1.5673670071169907,-0.15525127705563274,0.07010735096249705,0.4349924252525671,21.21824,9.594046742945892,0.13207879951197485,0.17086359317389258,0.0,0.0
6.406406406406407,1.567124610353908,-0.15986321862435993,0.07171554611554985,0.44035272686225224,21.21824,9.751285956680912,0.14376849841788414,0.1779618584660715,0.0,0.0
6.506506506506507,1.5667621641350358,-0.16450178330300183,0.07332055202957175,0.44564335215103984,21.21824,9.908491049994584,0.15612578022198073,0.1852209539200403,0.0,0.0
6.606606606606607,1.5662776375725007,-0.16916334106218267,0.07492109904735104,0.4508634645325815,21.21824,10.065647007948945,0.16917131444920744,0.19264049791911395,0.0,0.0
6.706706706706707,1.5656691177701307,-0.1738441499336868,0.07651588497935445,0.45601223756428916,21.21824,10.222738325244348,0.18292576227499285,0.20021998013563042,0.0,0.0
6.806806806806807,1.5649348194983472,-0.17854035912433489,0.07810357694645606,0.46108885696793267,21.21824,10.379749000552824,0.19740975714641737,0.2079587572752676,0.0,0.0
6.906906906906907,1.5640731010092834,-0.18324802269012597,0.07968281751500066,0.46609251990636413,21.21824,10.536662544643608,0.21264385012229808,0.21585605066430302,0.0,0.0
7.007007007007007,1.5630824696236334,-0.1879631035119958,0.08125222661932541,0.4710224342505426,21.21824,10.693461981447705,0.22864849271192378,0.22391094490632685,0.0,0.0
7.107107107107107,1.5619615846376047,-0.19268147643009442,0.08281040311969214,0.47587781918229194,21.21824,10.850129849295044,0.2454440271440071,0.2321223872449574,0.0,0.0
7.207207207207207,1.5607092746922016,-0.19739894366218855,0.08435593268402036,0.4806579070851849,21.21824,11.006648202487249,0.2630506373439098,0.24048918240646777,0.0,0.0
7.307307307307307,1.5593245437744292,-0.20211124374021958,0.08588739161474022,0.4853619409979871,21.21824,11.16299861845022,0.28148832253583733,0.24900999267098145,0.0,0.0
7.407407407407407,1.5578065829344585,-0.20681407059627513,0.08740335557490983,0.4899891766203623,21.21824,11.31916221426218,0.3007768405969788,0.25768333821805656,0.0,0.0
7.5075075075075075,1.5561547713267039,-0.21150307498199508,0.08890240026384004,0.4945388825463009,21.21824,11.47511964761362,0.3209357037843417,0.2665075970249553,0.0,0.0
7.607607607607608,1.5543686835027832,-0.21617387911929872,0.09038310814306182,0.49901033874831113,21.21824,11.630851127514546,0.34198414333819493,0.275481004947973,0.0,0.0
7.707707707707708,1.5524480991033884,-0.22082209216980878,0.09184407523405379,0.5034028377362849,21.21824,11.786336422222245,0.36394107278059934,0.2846016548693258,0.0,0.0
7.807807807807808,1.5503930066775884,-0.22544333145224443,0.0932839201292233,0.5077156849626249,21.21824,11.94155488698349,0.3868250343036112,0.2938675016969047,0.0,0.0
7.907907907907908,1.5482036070265208,-0.23003323401650733,0.09470128917477152,0.5119481976679375,21.21824,12.096485476821352,0.41065416996859305,0.3032763640523514,0.0,0.0
8.008008008008009,1.545880313775065,-0.2345874608317652,0.09609485819537453,0.5160997054003308,21.21824,12.25110675145819,0.4354462126809709,0.3128259251480505,0.0,0.0
8.108108108108109,1.5434237591208073,-0.2391017229303106,0.09746334283767102,0.5201695518559178,21.21824,12.405396901335465,0.46121843170981097,0.32251373731255584,0.0,0.0
8.208208208208209,1.5408347936988498,-0.24357179434565673,0.09880550329522998,0.52415709250241,21.21824,12.559333766946976,0.4879876028904847,0.332337226496196,0.0,0.0
8.308308308308309,1.5381144849507624,-0.2479935348792688,0.100120153853646,0.5280616964361513,21.21824,12.712894875853378,0.5157699552948587,0.34229369984821734,0.0,0.0
8.408408408408409,1.5352641171240957,-0.2523628923101766,0.10140616380589904,0.5318827465998074,21.21824,12.866057445898669,0.5445811662824639,0.35238034634843385,0.0,0.0
8.508508508508509,1.5322851888560431,-0.25667592038554027,0.10266246344197057,0.5356196380149916,21.21824,13.018798413563372,0.5744363249250075,0.3625942438667604,0.0,0.0
8.608608608608609,1.5291794118614375,-0.26092879608782765,0.10388804879081041,0.5392717797277194,21.21824,13.171094458600393,0.6053498973881332,0.3729323663386107,0.0,0.0
8.70870870870871,1.525948701458868,-0.2651178376086597,0.10508198867344869,0.5428385943387631,21.21824,13.322922050269785,0.6373356826158518,0.3833915940882033,0.0,0.0
8.80880880880881,1.5225951737125363,-0.26923951214149056,0.10624342772283685,0.5463195168938417,21.21824,13.474257464219063,0.6704067946030562,0.3939687175723511,0.0,0.0
8.90890890890891,1.5191211424206739,-0.2732904408692956,0.1073715875211381,0.549713995804946,21.21824,13.625076795414728,0.70457565165284,0.40466044090242453,0.0,0.0
9.00900900900901,1.515529109054418,-0.2772674202007244,0.10846577012409898,0.5530214946865756,21.21824,13.775356005436768,0.7398539323250685,0.41546339659234194,0.0,0.0
9.10910910910911,1.5118217537011558,-0.28116742863294397,0.10952535995138638,0.5562414898380693,21.21824,13.925070953709497,0.7762525555515862,0.4263741529331952,0.0,0.0
9.20920920920921,1.5080019232879076,-0.2849876371764499,0.11054982757963563,0.5593734718544077,21.21824,14.07419743972045,0.8137816535833013,0.4373892230873327,0.0,0.0
9.30930930930931,1.5040726304721217,-0.28872541020446063,0.1115387298770385,0.5624169456547479,21.21824,14.222711206770983,0.8524505698847737,0.448505066037916,0.0,0.0
9.40940940940941,1.5000370390765305,-0.2923783158529317,0.11249170890111868,0.5653714293759541,21.21824,14.370587988848015,0.8922678334681389,0.45971810103144123,0.0,0.0
9.50950950950951,1.4958984540926892,-0.2959441327137802,0.11340849026913684,0.5682364556576768,21.21824,14.517803542495866,0.9332411404473613,0.4710247181842839,0.0,0.0
9.60960960960961,1.4916603040380294,-0.29942085146527037,0.11428888444462133,0.5710115713223102,21.21824,14.66433369707875,0.9753773421975308,0.4824212873074334,0.0,0.0
9.70970970970971,1.4873261368983273,-0.30280667605275297,0.1151327869351942,0.573696337033014,21.21824,14.810154366821987,1.018682441373016,0.4939041604720133,0.0,0.0
9.80980980980981,1.4828996125138152,-0.30610002422738064,0.11594017619839454,0.576290327784646,21.21824,14.95524157146287,1.0631615878188345,0.5054696780187975,0.0,0.0
