time,u,v,r
0.0,1.1997172953255724,0.0015598873149761136,0.0020875608567860714
1.001001001001001,1.2037140832456037,-0.00549042940348092,0.011393477560719102
2.002002002002002,1.2092039935452963,-0.02235029899870508,0.0246500639076212
3.003003003003003,1.2158340660073212,-0.04847339652921669,0.046762501801467425
4.004004004004004,1.207837711547867,-0.062348482656870506,0.07427109729258509
5.005005005005005,1.1993685662662983,-0.1135659971932085,0.1011714370408343
6.006006006006006,1.1659795894058924,-0.14434974096589417,0.12579341292735652
7.007007007007007,1.1055352406939536,-0.17255732233077237,0.14109004295433347
8.008008008008009,1.0670683207516618,-0.1890614516233919,0.15423545801898098
9.00900900900901,0.9864547920965804,-0.19989668580258024,0.1636997510865964
10.01001001001001,0.9321979932931116,-0.20732777466358585,0.1679002628621802
11.01101101101101,0.8746942194255827,-0.20820870733966104,0.16925817809283175
12.012012012012011,0.8271842721644542,-0.20598800142979748,0.15887753374563987
13.013013013013014,0.772356064935235,-0.19303720318746775,0.1586661185033699
14.014014014014014,0.7434199632610797,-0.19261576358716886,0.15589745406648345
15.015015015015015,0.7149283797081901,-0.18375787958379028,0.14760935135523892
16.016016016016017,0.6838405747418473,-0.17211450783031643,0.14793136122402678
17.017017017017018,0.6728556382039009,-0.17583903992179042,0.13916300758880873
18.01801801801802,0.6681883572961743,-0.16679565605234822,0.13457571795212228
19.01901901901902,0.6652112651474159,-0.15925056935839707,0.12664704509087427
20.02002002002002,0.6687873190800561,-0.1541722061631751,0.12308670695549535
21.02102102102102,0.6669085111612425,-0.15330242691477527,0.11394581818565178
22.02202202202202,0.6806072727848206,-0.14695761586516798,0.10413687105814955
23.023023023023022,0.7109630942501568,-0.13684296472488502,0.09108550264021785
24.024024024024023,0.7341409901518754,-0.12055558731008637,0.08115594301002879
25.025025025025027,0.7626593005115307,-0.10586363909572769,0.06368956264462441
26.026026026026027,0.778878620688867,-0.09691778904118294,0.041813159805242646
27.027027027027028,0.8255974927214593,-0.07634211141150775,0.025791944936117406
28.02802802802803,0.8629340599231122,-0.04753770895169429,0.001775720476000065
29.02902902902903,0.8894405976410797,-0.012270586886010725,-0.026722974304457508
30.03003003003003,0.9164923832674897,0.02449684170222633,-0.0598049271297674
31.03103103103103,0.9342247281193484,0.07110178479749292,-0.09709923980087098
32.032032032032035,0.9399156109094754,0.11364611388414396,-0.1244809471952438
33.033033033033036,0.9180204288029002,0.1386550232990187,-0.15146189112654426
34.034034034034036,0.8798570895198781,0.1664340507549265,-0.16321673739031936
35.03503503503504,0.8393000325613957,0.1878457623756849,-0.16378869739771781
36.03603603603604,0.7856401263659897,0.19070296290660851,-0.16547167944418814
37.03703703703704,0.742985849747343,0.18856244187017585,-0.16107438163509938
38.03803803803804,0.7049410342379973,0.18044256018799282,-0.16007473698217692
39.03903903903904,0.6744729345648905,0.17853853869065472,-0.1560615494076808
40.04004004004004,0.6501053443962385,0.1859151694918973,-0.15355652075470222
41.04104104104104,0.6287024296703291,0.17515227490699467,-0.14448957867812956
42.04204204204204,0.6131679697669605,0.17306400401907027,-0.14433365447669402
43.04304304304304,0.5977758711858348,0.15526415020000095,-0.13558654455120506
44.04404404404404,0.6111344290941829,0.16524661015449138,-0.13265222370159324
45.04504504504504,0.6092963485456909,0.15464630121399864,-0.13114818823957294
46.046046046046044,0.627937598682497,0.14382892042014786,-0.12081163237556974
