time,u,v,r
47.047047047047045,0.639843253875814,0.14603231874459263,-0.11270853028491272
48.048048048048045,0.6531606719284794,0.1452447467254779,-0.10027343458023105
49.049049049049046,0.6848708195758862,0.1287265303270096,-0.0867222510826482
50.050050050050054,0.7180482979994424,0.122183989349047,-0.0704550666173442
51.051051051051054,0.7443693773547068,0.0923585920818743,-0.045431283552249034
52.052052052052055,0.7840709782506348,0.08305859076278288,-0.030397173202070974
53.053053053053056,0.8171386312296922,0.0579756349795118,-0.006068493099950939
54.054054054054056,0.8497043094361901,0.022545691064312416,0.02634371174173422
55.05505505505506,0.8830840770718105,-0.010476298934744855,0.057148938889738383
56.05605605605606,0.9021666705404283,-0.06393252029250818,0.08350188582965151
57.05705705705706,0.905419758938366,-0.10486763982223052,0.11177625058481401
58.05805805805806,0.8943546629129386,-0.1243434082581195,0.13720132735124713
59.05905905905906,0.8683251361666696,-0.1527250716823314,0.14989919215428046
60.06006006006006,0.8354781605136292,-0.16809417182411446,0.15381800631016904
61.06106106106106,0.8086571125318252,-0.1801513269809863,0.1531990037072113
62.06206206206206,0.7613583797736537,-0.18383342579253917,0.1580454482721696
63.06306306306306,0.736828022059486,-0.18034810666769507,0.1534495143016628
64.06406406406407,0.7010725712238999,-0.17922645347706379,0.14731665700284952
65.06506506506507,0.6814737564271802,-0.17510975892681818,0.14577308034608127
66.06606606606607,0.6626041319429441,-0.165136805020732,0.14475784881494527
67.06706706706707,0.6492921177169445,-0.16972108827586765,0.14440453034568257
68.06806806806807,0.6376285280248464,-0.16390773680220075,0.1318549009366817
69.06906906906907,0.6491360514419449,-0.16149693611475577,0.12840267792937707
70.07007007007007,0.6591141754416437,-0.1511751142421375,0.11949736943085755
71.07107107107107,0.6593291892935425,-0.14841168623070403,0.1138586203021783
72.07207207207207,0.6755107629335989,-0.1442784860489675,0.10311115147765515
73.07307307307308,0.6960780154765568,-0.13789765075058574,0.08815708329341024
74.07407407407408,0.719160885229221,-0.12303136649357403,0.07629094730863833
75.07507507507508,0.7503686488692317,-0.11484946090196707,0.06210822172061623
76.07607607607608,0.7916143294901923,-0.08444822554664717,0.0434194423557437
77.07707707707708,0.8219925285995836,-0.07543758045653941,0.021759792718615396
78.07807807807808,0.8610188976109794,-0.038357327909756087,-0.00287916931566984
79.07907907907908,0.8914258746705557,-0.017794360780965888,-0.03142021587033259
80.08008008008008,0.9153887540697804,0.024522940961988395,-0.0636168030654185
81.08108108108108,0.9291352054676836,0.06378184420304524,-0.09514737187303507
82.08208208208208,0.9330065216027286,0.11642980940076841,-0.12893819753979233
83.08308308308308,0.9094493451217316,0.14174106237346484,-0.14790449632793845
84.08408408408408,0.8738048255007576,0.17357699128819964,-0.16339586724242094
85.08508508508508,0.8349471759743207,0.18274854365989593,-0.16301725081364057
86.08608608608608,0.7846723385149836,0.19107165236073853,-0.16340365496521234
87.08708708708708,0.7446934064606534,0.17694384950669018,-0.16530239435493277
88.08808808808809,0.7070432023694899,0.18513272921137378,-0.15746720792536958
89.08908908908909,0.6707283956029901,0.18361839243928205,-0.153867483844575
90.09009009009009,0.6504420600147189,0.16854715375456303,-0.15210611324400014
91.09109109109109,0.6289305177611115,0.17696382591407586,-0.14686528526830925
92.09209209209209,0.6169922720119454,0.17117157056074395,-0.1460801492408437
93.09309309309309,0.6112483933255578,0.16597574042512442,-0.134388279711496
94.09409409409409,0.6040055079319658,0.15587153505401416,-0.1305685471500652
95.09509509509509,0.6065929190291335,0.15027727581851102,-0.12591280756085962
96.09609609609609,0.6195559858583275,0.1567721200881998,-0.1213444456978047
97.09709709709709,0.6334527076702678,0.14449133626488353,-0.10780586303136294
98.09809809809809,0.6564268754050617,0.13149099594502256,-0.09462891432080774
99.09909909909909,0.6875321524159287,0.12286017137083997,-0.08296302337215078
