sigma_u,sigma_v,sigma_r,R_0,X_vv,X_vr,X_rr,X_vvvv,Y_v,Y_r,Y_vvv,Y_vvr,Y_vrr,Y_rrr,N_v,N_r,N_vvv,N_vvr,N_vrr,N_rrr
0.046671583875364374,0.04140144054487549,0.020145796327969184,0.012458685424077258,0.14390267092127373,0.0006045498864316878,-0.04981817324147067,0.7917761386973865,-0.08596557069447353,0.15182936525661714,-4.2296910410885165,-1.1234420875600204,-0.3681465692904451,-0.08290583036446128,-0.08716457269968772,-0.02309755630691615,-0.4884851427499103,-0.5064924129726669,0.11496492226370031,-0.055962378749006794
0.05214507793497019,0.04006029731731074,0.01786639455144399,0.015216284813257855,0.055336811430833244,-0.1496000776846897,-0.07482447195690124,-0.17734062687113705,-0.04168493399439377,0.13912253367543642,-2.968648123219781,0.7945115533262199,-0.08676661776182382,-0.03308595104912172,-0.1172580208594036,-0.032724608487912005,-0.4778652858889439,-0.7813068166871587,0.019320136504095753,-0.05258650593805896
0.04410614848762106,0.03981979060960614,0.0207937610728291,0.015360432629834811,-0.17828723588403003,-0.16314852912781566,-0.05101336284748472,0.012145101534193348,-0.23850958031864233,0.09530071901203269,-3.689025032796109,-2.116560702912301,-1.153697740542895,-0.11641028317543012,-0.16161091300241892,-0.04738174982512366,0.23335922954021782,-0.048279734924611684,0.2896282973035263,-0.02087027919441698
0.05216736673087022,0.04121316331714622,0.017699228400295176,0.01465456584348923,-0.03018340635994493,-0.15861511448382237,-0.06607296927403356,-0.4665826296457698,-0.22747640205786673,0.08868228452037097,-1.6453234542190058,0.45068577738263693,-0.09641408655820949,0.03373923290475586,-0.15175182641125165,-0.04722595803149318,0.26261573494341905,-0.6661408928323616,-0.058660872071374326,-0.05574535474009969
0.05192950161834403,0.04044061071890034,0.019232330219300882,0.016660571092662245,-0.11969615407678733,-0.05946274837113502,-0.02329234075647657,0.5716700919917947,-0.23560762811164238,0.06695854979304747,-1.1494790707074136,0.059047072918284815,-0.6914791432703884,-0.02192885727677854,-0.11610350973473454,-0.044148272842099524,-0.18463605366262875,-0.6596263828834928,0.07713932978550808,-0.015458066189339217
0.04416461844982284,0.043364768661959534,0.01935132231565815,0.01526048221692771,0.11048833418282777,0.017093851588891207,-0.02406568528275567,-0.2921142499056686,-0.42412619900825155,0.025967219011168857,-2.2534150622545717,-1.6330043884649164,-0.9680268816237166,-0.05518185018791365,-0.1928233666056637,-0.06646269754654704,0.17388093184965703,-0.9801560185128882,-0.16313004229141131,-0.05328531875651502
0.04553639895123198,0.04301676146851884,0.01986428268890423,0.015121703775353988,0.10671946965600926,0.05363524550041124,-0.0067473817136359665,-0.8450950636852187,-0.41159254110736243,0.0037581153333792194,-2.135687681127185,-1.4665688778506953,-1.2218103533086984,-0.041514811690182174,-0.19651617044561037,-0.06874413633960945,0.04151968103627268,-0.9864213584770553,-0.1266483432969417,-0.04089064321529308
0.05205730831849242,0.041542953315657466,0.01920088121472192,0.018100966633899675,0.05807408192366065,0.10365257014051385,0.019462229077223656,1.114715174325347,-0.43775240631850737,0.0555169715072463,-2.84512177591129,-2.051248274349979,-0.6036796379004064,0.004222852379556372,-0.19358067811558244,-0.05042153650235015,-0.07675623109396168,-0.9864708132547085,-0.04826403900007026,-0.0557179099500761
0.05082293232218167,0.04205015347935631,0.020162599311167435,0.015596601963203845,0.12353352202424905,-0.012482435756768717,-0.032376374394693014,0.2856124206303132,-0.41792202656005384,-0.017567322687049886,-2.0822952622691546,-0.4038656030823953,-0.9539681611301126,-0.08011802916891073,-0.17734883812941193,-0.06159293537039166,0.2539162696850128,-0.2079079106985764,0.13149388011965701,-0.03706777595379088
0.04797006917263132,0.046345751934682204,0.019119010574904966,0.015627530113390378,-0.02828211828064678,0.07477706333878484,0.012310488573422942,0.7777758596274076,-0.38943304656236694,0.03992554521010638,-0.3007772862794642,-1.6967059867205916,-1.123568387546975,0.014827146705864075,-0.18229009040733368,-0.05251795387074828,-0.36178481947788343,-0.9711468197160398,0.041261041374372975,-0.030559157054054716
0.0464614185129062,0.04397732469959936,0.019389301144567887,0.016715690275479173,-0.050329663132855,0.002754982004976425,-0.002379256476463615,1.0928844896892151,-0.3827762554960918,0.023942356683777158,0.12858166861169273,-1.1877685260790292,-1.0749007482770685,0.005079111109012491,-0.15102475551511657,-0.05002059698083376,-0.2282519319524156,-0.9531507906352605,-0.05185736280869899,-0.026675031432526405
0.04362514629798131,0.04277248451433182,0.018559550771456018,0.013980490490689897,0.02273610214404656,0.10717908364965603,0.013657781546056874,1.0201438035369308,-0.31110150526903957,0.06155794672768827,-2.6623220177342524,-1.5317856660987963,-0.9557305813304005,-0.08104402103410673,-0.17360058350223712,-0.05607782121866561,-0.3910772613654347,-0.7897547661790312,0.07513484904769002,-0.017316260090619685
0.04961893945471982,0.04030071120563434,0.01846246816631375,0.018963235842223067,-0.13180845436958918,-0.09693559882584946,-0.020884604940734644,0.09573422873762505,-0.13488021162933295,0.10884020772437042,-2.6284745117506985,-0.5029526400200668,-0.5873320686761505,0.013579012585364009,-0.11755038081531936,-0.037142113421745004,-0.4596381418670748,-0.792363295895893,0.11320980519138263,-0.013582907097170173
0.045786845902018945,0.04174090527121287,0.02008892696227949,0.013824726369727165,0.11458487837651504,0.09303181582799311,-0.0034539823603018383,0.30911704541971696,-0.35332851400660925,0.04964281764941533,-2.2235667650630058,-0.8999186891165478,-0.7876927812991311,-0.07051538732697468,-0.16863019093025555,-0.05005300799619704,0.3423904248782649,-0.11073999239539134,0.23173488928684555,-0.03504823376190336
0.04753752994639596,0.04431276216196101,0.01853319901293746,0.01637168470287815,-0.013857749008008124,-0.014039898292531466,-0.01824372843562916,0.7570101274471881,-0.2649047796421942,0.06732850466249687,-3.501391268895927,-0.34615268996561044,-0.34843746727846847,-0.0013484703530534797,-0.14224304671437682,-0.047448413019016124,0.3916556667020309,-0.1429470150165949,0.08485346353989348,-0.0547092482781543
0.046594358676873386,0.040781344787842844,0.019086891965733255,0.01630459932209519,-0.06821863928107524,-0.04828279074376576,-0.021940390051285827,0.7192024068571361,-0.3131911630896338,0.04997604851693391,-2.5739593656770174,-1.2481778252643263,-0.7129422873345211,0.009500994620133485,-0.15670570553298246,-0.0492777945838426,0.3683559021043956,-0.3602091335856147,0.07025058015815133,-0.04523988436007439
0.049924504141240104,0.04017056300723582,0.020016676253029372,0.016818086693964025,0.033501602468251374,-0.0033094789780418465,-0.017628218143989655,0.5365139256421669,-0.11174502620018556,0.11857954148787422,-3.358507703996835,-0.21555403837535048,-0.5436777622367506,-0.09080210206486672,-0.11027575206136987,-0.03936078469380597,-0.4971861665288435,-0.5347488365323378,0.13874554979763742,-0.01737505301082059
0.04749805329217473,0.037086792688408275,0.01964722388997969,0.016631217232000162,-0.058389011459656553,0.008878212261413804,0.0001510068223067873,-0.050393690786759704,-0.16012397861160282,0.08832402670174488,-2.8714970172248537,-1.3002468281324595,-1.0255810681913378,-0.030218158932015224,-0.11480005885614035,-0.036535289658747735,-0.007734046034484909,-0.3499638386123618,0.22924142994365432,-0.0017694389816517511
0.0489772684920639,0.043174337774238104,0.01821549513157964,0.016976461340777297,-0.03321516103667768,-0.08128130168009368,-0.04134603895532048,0.8229142538402727,-0.15406495727684677,0.13138731360595854,-2.116559666122858,0.5165001889824437,-0.21858197383643496,-0.0673888666206636,-0.11216897465205027,-0.03555625176994823,-0.3248701642315009,-0.6771521993889966,-0.0008994405561435492,-0.05467959666715929
0.04874288412427547,0.042837571740832324,0.017678656809386666,0.015506304789753603,0.026873990386116375,-0.04080346602531715,-0.03608789065926073,-0.39834129253731465,-0.17524549130678158,0.08916907649081607,-5.5808774305463595,-2.2487140154454304,-1.116540163113327,-0.07575355073248519,-0.13588369387398447,-0.049236420259304636,-0.3656783886305166,-0.6389326103812205,0.10748683438486306,-0.011063262218680946
0.04506575200967555,0.04079835552777133,0.01684850100715842,0.013003549588909098,0.11668385562330441,0.06071375612502369,-0.03292047669590817,1.330730495565307,-0.1913712466107223,0.11212641758958067,-1.5126391802168069,-0.9716905503779685,-0.8435190319352274,-0.08535977239945437,-0.10156761681294368,-0.02976605821111797,-0.3807046643923574,-0.537859635163419,0.14263486475802678,-0.04129505969675054
0.04611620704530061,0.0427717701544704,0.017305510773015585,0.01485521309982206,0.030125015376925607,-0.07313918315219589,-0.05495153811792714,0.322019371611286,-0.21662754307413035,0.06770367214295,0.6464600392957491,-0.3627122223744954,-1.4255447802587085,-0.11445508106595378,-0.1329236456998626,-0.043727617642202725,-0.12689488236414398,-0.7244182371008152,-0.009976578646629541,-0.04979624421956495
0.04839908771707373,0.03794279362414599,0.02151857944802698,0.01563178254857206,-0.061212094930844035,-0.11030798012437985,-0.050134991079639424,0.7137567031286998,-0.13990141130297362,0.11381309199147771,-3.0536379242818543,-0.08735399293462676,-0.16088700151129443,0.03756740510535861,-0.11371085095561645,-0.03557545431599492,-0.16199662938000542,-0.13665356682620322,0.27954230917410333,-0.021074382705034318
0.04576761019935825,0.04284184743321374,0.017864441768758302,0.013896592021312404,-0.10288882051802657,-0.11584696706906532,-0.0568692190034983,0.8330445364539449,-0.2719609990562365,0.06974773647048052,-0.8449551010639178,-1.425548182507436,-1.4287426789550637,-0.11792978466695786,-0.1486525069780351,-0.043941789307305204,-0.19931096669698545,-0.19643407621347642,0.2997918583909132,-0.02129324937732989
