L1_XF,L1_YF,L1_NF,L2_XF,L2_YF,L2_NF,L3_XF,L3_YF,L3_NF
0.06762871513094026,0.17150908677678275,0.04871639719933642,0.05439765358545476,0.17825543383463283,0.08516345181695642,0.48093443550120124,0.5671648665666746,0.3559767117805929
0.05590254770784754,0.1369978649165842,0.03479976483289113,0.0932183129970289,0.26637532480922443,0.1319366474812304,0.3345351865354361,1.3957254249340905,0.29169074039600335
0.06240167795388887,0.16756599305550934,0.047226274839759906,0.06192537226424922,0.17748242145125892,0.04359733450582303,0.662716742653041,1.5853943121339624,0.5812078190114771
0.04894372283965979,0.08261401140923141,0.05555524427341701,0.07293272293130336,0.3498188680903138,0.13951751688020547,0.35105672942318406,1.014047141810594,0.15137742612744667
0.04894372283965979,0.08261401140923141,0.05555524427341701,0.12256388856149998,0.07798907086274266,0.059585014302792866,0.18440553990268696,0.6460518478860447,0.30732624310572415
0.052603539933876564,0.11347612758382693,0.037273369560622424,0.16135033384572586,0.10313161408171463,0.1450001336211047,0.3109226247476545,1.565525586916055,0.49775318655752
0.04706624392821758,0.10798200813668486,0.048272723902037365,0.076333398950716,0.1599191215869863,0.12724239823728797,0.7201284762459529,0.4199304609744779,0.3219604461183151
0.047528259438949096,0.10795112999821775,0.03541633853791427,0.12347690158770029,0.1894012180494935,0.05832788253105784,0.13023217641628068,0.4676914103951603,0.11815223904858402
0.08982097501625519,0.09114616280536339,0.04355991360550874,0.08509187856744126,0.18891800938853773,0.00694696891412806,0.569779429117968,0.7770174890432173,0.5716770204320741
0.06642833611206433,0.15048440671771182,0.05848851438200387,0.257312945264492,0.17814713641741667,0.15094596630358043,0.22769846206981437,0.6176995993485874,0.2958347246931322
0.05065835883620151,0.1165589120971676,0.04952680164786551,0.16122430406944077,0.10556095808977609,0.07045778045622614,1.0362057858627365,2.502853974537956,1.030242322412544
0.0758743088470485,0.05706346937875578,0.031308035521013446,0.10292669320786213,0.2832597855306636,0.06033421840025575,0.7198909488829531,1.9006829572465327,0.5880176452533036
0.08767489371397204,0.11245439996475558,0.038761416921241125,0.07193085036028184,0.2122911876906877,0.0876588998214876,0.5586196086992601,1.9391889789729269,1.1820168426443274
0.05887922813223243,0.17312015669694128,0.033459076121376295,0.06990978089180855,0.333989556915049,0.07108735558573633,0.06791883105640795,0.5149129193462673,0.4110340278359396
0.08292102665207171,0.061242351283445885,0.03284138939616486,0.1850313439676165,0.5627952466387708,0.3112452646986429,0.5439878492838747,2.0517304803530716,0.7152347486722836
0.0618167558840511,0.11541271658801375,0.048316610545759,0.17352034240273814,0.2295548316955212,0.11893661577225692,0.06361369773117682,1.0604209196152066,0.27628775496158525
0.04868999337036643,0.14591827564913168,0.04124892086605826,0.10420269085233318,0.20858537452244988,0.05010027783323182,0.20057867427701323,1.5688799190425475,0.20574013232397576
0.06963207151124665,0.08474487524893003,0.04310113116190215,0.11672573565410685,0.09014645388149635,0.10856936212782986,0.3817789283140704,0.6040185387886523,0.2167373627671433
0.057006419996805606,0.14736921726284002,0.03972819241262636,0.09104493663853608,0.03277632990886316,0.02472333525677367,0.5713998187789905,0.26945950440163374,0.25489546545073866
0.05082737749689856,0.14165648610168272,0.044386960992217776,0.10018249599189671,0.15333689034045678,0.12143542623998968,0.10439177956661982,0.3038817431855866,0.5322444466425937
0.08393202496513066,0.15589341720489766,0.03751294954120005,0.1993479982531613,0.2750898977176118,0.037068525143773,0.3263992396829425,0.8015987989266746,0.9371976905130914
0.057620227584328915,0.15666329524913658,0.05285919973211639,0.21978165819073667,0.2281783459912964,0.07280135776167833,0.7201284762459529,0.4199304609744779,0.3219604461183151
0.09173671611032061,0.09300913538038472,0.03637325673279768,0.0836706384993349,0.1706446394905747,0.20384344805379984,0.19891026927629837,1.162867575189701,0.9400175109954972
0.052938003934844685,0.10157949658287847,0.03866962731138478,0.236643559366192,0.2686547185928538,0.11848017881523931,0.4123185431835632,0.8927339420954746,0.34872878494476345
0.08913221464049163,0.16906496965384288,0.042013584671805104,0.11612591074740752,0.4568674496669903,0.10799830554096986,0.7201284762459529,0.4199304609744779,0.3219604461183151
0.09142898715626972,0.13644364570834927,0.040289218640890294,0.09725851091644225,0.0877521360396524,0.02371891542141986,0.36766143175816657,1.0205688316648889,0.34549223620557445
0.07810836758930965,0.17095113682947938,0.042663959967024906,0.1257348130074005,0.12269419025445052,0.1147987195430588,0.3726764426186837,0.8582297158847674,0.311019923977639
0.06180563545112605,0.15741379576700323,0.04657995129937628,0.35999896697745604,0.74830664043553,0.14605518068648052,0.5713998187789905,0.26945950440163374,0.25489546545073866
0.05610911513416515,0.12183971535934325,0.04301153309906047,0.12514298930639497,0.12563872413282237,0.15668275771425766,0.20832208520042203,0.9763347253325247,0.5575911167802047
0.07940644401937291,0.11343001188103473,0.034718649729566106,0.18488798915321708,0.26727174402405,0.041061220455269914,0.49970348655599994,2.8200639761221264,0.704581663002698
0.048635643140557995,0.04738088775247095,0.035649097807071754,0.2101021674077199,0.20838977737143993,0.08572925921169768,0.3702790866170093,0.7404476852253585,0.3711317711097837
0.061044889821649635,0.13168948282929271,0.040434128601822376,0.048460740515642496,0.4299889024134025,0.1301200362241237,0.07321861282993507,1.551999454391928,0.4289507910123305
0.09010494753743381,0.15057974209760536,0.04453659989856006,0.06371470892915634,0.1110077799188797,0.12720459319359712,0.5028749902766153,1.0095883532977075,0.49526588528433163
0.07940642095824177,0.09793179530018663,0.0375288699222285,0.1836088994463267,0.14261497376163057,0.14312140737910725,0.34259275174800363,0.2486482274266179,0.2269581437973038
0.07427846010591997,0.1528226128673847,0.06978875846766242,0.1945123839545182,0.17602926653360237,0.15470825662500134,0.5054808580089573,1.1663727935269719,0.20149386066829525
0.06960690229080596,0.16208526706739704,0.049266364598758855,0.1775031007562702,0.38394544588841106,0.11914272623624327,0.2546940921205593,0.7407555011396537,0.8153107985496445
0.09549243126788255,0.15082769433538518,0.040886447092228585,0.09177693756755259,0.6200409491768084,0.11080747769943919,0.42321962023129567,1.653426641857553,0.6326682911355636
0.060701148086972447,0.117732941475862,0.04131250410404379,0.22296004523277457,0.35739029013155493,0.06834540937766327,0.2154045929148289,1.109072934350448,0.17588862483052464
0.08441498727666243,0.19998385456488982,0.04928036278332905,0.1459926369126975,0.14980733094712137,0.11362355853967383,0.5094394764563405,0.9093345990451346,0.6365432284862552
0.0530014294442711,0.1253921557344664,0.04232325187787521,0.135161630522986,0.17715781214919457,0.03957849772412078,0.2526813718282109,0.6598900975836474,0.36329076229473867
0.0788870024753157,0.08942750047300893,0.03328999569480321,0.05507415044226179,0.3444727209188427,0.123180968809232,0.5746374341501475,1.3472792907383628,1.323555756609214
0.06547316602689675,0.13470103353575966,0.05661401322956854,0.24506695985902716,0.14046056198314813,0.0702880239971682,0.3790870547445898,0.6075545580363669,0.3530150440239159
0.0530014294442711,0.1253921557344664,0.04232325187787521,0.2498664230694989,0.14126530517322236,0.0659185084364455,0.5859986921400877,1.4709264710406675,0.565107086546789
0.04459001239197447,0.0734751248145279,0.03536796608367776,0.10231826151563793,0.04661990767813644,0.11121404787792008,0.6679933700375458,2.872831682775321,0.3864657006952227
0.07711938518281142,0.11436181288714697,0.03183989985648965,0.19082214387380605,0.08349235227555762,0.16958679711660746,0.3555326679316752,0.962662919790873,0.2279137399173135
0.07413106061648826,0.11328306421564674,0.04741398582926191,0.0626297809257488,0.16729802429572235,0.12055207895812982,0.7311974491304969,1.860604319378048,0.6809184842620394
0.08852698517778229,0.17325619630696149,0.05891465946667779,0.13572385438323306,0.6602888260108097,0.11710526679370395,0.13987419101819829,1.7885303723562915,0.45071207913187367
0.07496229728425058,0.19491488526536,0.045218743316968006,0.05958998516216072,0.21181169820995446,0.038447056410958275,0.4933254653723369,0.7037481582182468,0.7154780151982006
0.06634761584055272,0.17622699864684171,0.03467641934670675,0.3470143577204292,0.5250831105478869,0.31768207986990094,0.4670820541921529,0.7031422779453335,0.48971163659650235
0.08520789736524244,0.12665938307538194,0.03777198731287341,0.1125331616628201,0.5586704061598026,0.1537406098403515,0.34890964346175485,1.8457184261245887,0.6502494929091759
0.04932172349708624,0.10678563869986767,0.0369199196696293,0.04935920890067538,0.25797258040676146,0.19407455407483495,0.5137891885057502,2.0981688498712434,1.0760036878253756
0.05590254770784754,0.1369978649165842,0.03479976483289113,0.2751086340659204,0.32040282941669457,0.061418643096588885,0.39808385730160545,2.584635079168983,0.7621005095882547
0.05898031940032824,0.15966442021402022,0.04370469079734161,0.22917943354898287,0.189428423988026,0.1630159738242308,0.446704256172153,0.180043971743213,0.31796386204193466
0.06766964292064669,0.1584974511042388,0.052298684441097684,0.1041891395980029,0.2080833407015171,0.07721638118909525,0.7311974491304969,1.860604319378048,0.6809184842620394
0.07427846010591997,0.1528226128673847,0.06978875846766242,0.0764991714824747,0.3121857444781923,0.06400319919980062,0.12544090036571112,1.080394685080651,0.6397060395766269
